read_id	read_length	left_orientation	left_score	left_aln_primer_bases	left_matches	left_mismatches	left_identity	left_primer_coverage	left_window_start	left_window_end	right_orientation	right_score	right_aln_primer_bases	right_matches	right_mismatches	right_identity	right_primer_coverage	right_window_start	right_window_end	left_hit	right_hit	flanked	flanked_orientation
3075_MCSS56_1	190	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	19.5	22	16	6	0.7272727272727273	1.0	16	42	False	False	False	NA
3076_MCSS56_1	363	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3077_MCSS56_1	367	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	37.0	22	19	3	0.8636363636363636	1.0	54	74	False	True	False	NA
3078_MCSS56_1	259	R1	44.0	22	22	0	1.0	1.0	5	27	R1_rc	20.5	22	15	7	0.6818181818181818	1.0	54	78	True	False	False	NA
3079_MCSS56_1	460	R1	35.0	22	20	2	0.9090909090909091	1.0	5	28	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1|R1_rc
3080_MCSS56_1	366	R1	44.0	22	22	0	1.0	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3081_MCSS56_1	408	R1	19.5	22	15	7	0.6818181818181818	1.0	7	30	R1_rc	42.0	22	21	1	0.9545454545454546	1.0	53	74	False	True	False	NA
3082_MCSS56_1	353	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	45	67	R1_rc	32.0	22	16	6	0.7272727272727273	1.0	63	79	False	False	False	NA
3083_MCSS56_1	169	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	19.5	22	16	6	0.7272727272727273	1.0	36	62	False	False	False	NA
3084_MCSS56_1	367	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3085_MCSS56_1	368	R1	44.0	22	22	0	1.0	1.0	5	27	R1	25.5	22	16	6	0.7272727272727273	1.0	14	36	True	False	False	NA
3086_MCSS56_1	301	R1	44.0	22	22	0	1.0	1.0	5	27	R1_rc	41.0	22	21	1	0.9545454545454546	1.0	52	74	True	True	True	R1|R1_rc
3087_MCSS56_1	370	R1	44.0	22	22	0	1.0	1.0	5	27	R1	25.5	22	16	6	0.7272727272727273	1.0	14	36	True	False	False	NA
3088_MCSS56_1	367	R1	44.0	22	22	0	1.0	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3089_MCSS56_1	704	R1	44.0	22	22	0	1.0	1.0	5	27	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1|R1_rc
3090_MCSS56_1	365	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3091_MCSS56_1	365	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3092_MCSS56_1	361	R1	44.0	22	22	0	1.0	1.0	4	26	R1	29.5	22	17	5	0.7727272727272727	1.0	11	33	True	False	False	NA
3093_MCSS56_1	365	R1	44.0	22	22	0	1.0	1.0	5	27	R1	24.5	22	18	4	0.8181818181818182	1.0	5	33	True	True	True	R1|R1
3094_MCSS56_1	364	R1	42.0	22	21	1	0.9545454545454546	1.0	4	25	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3095_MCSS56_1	356	R1	44.0	22	22	0	1.0	1.0	4	26	R1	29.5	22	17	5	0.7727272727272727	1.0	21	43	True	False	False	NA
3096_MCSS56_1	350	R1	44.0	22	22	0	1.0	1.0	5	27	R1_rc	21.5	22	16	6	0.7272727272727273	1.0	38	62	True	False	False	NA
3097_MCSS56_1	364	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3098_MCSS56_1	366	R1	36.0	22	21	1	0.9545454545454546	1.0	5	31	R1	29.5	22	17	5	0.7727272727272727	1.0	14	36	True	False	False	NA
3099_MCSS56_1	366	R1	44.0	22	22	0	1.0	1.0	5	27	R1	26.5	22	16	6	0.7272727272727273	1.0	13	35	True	False	False	NA
