metric	value
total_reads	3572.0
left_hit_reads	1922.0
left_hit_pct	0.538073908174692
right_hit_reads	1690.0
right_hit_pct	0.4731243001119821
flanked_reads	414.0
flanked_pct	0.11590145576707726
window	80.0
min_aln_len	12.0
min_identity	0.8
